"(PDH-CSV 4.0) (W. Europe Daylight Time)(-120)","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Read Bytes/sec","\\LAPTOP-M8MF5JT2\LogicalDisk(_Total)\Disk Write Bytes/sec","\\LAPTOP-M8MF5JT2\Memory\% Committed Bytes In Use","\\LAPTOP-M8MF5JT2\Processor(_Total)\% Processor Time","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_10)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_11)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_4)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_5)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_6)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_7)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_8)\% of Maximum Frequency","\\LAPTOP-M8MF5JT2\Processor Performance(PPM_Processor_9)\% of Maximum Frequency"
"10/27/2021 01:22:06.730","0","59562.873972853318264","43.293769225313738502","9.3747132375705195528","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:08.741","0","0","43.293300397529570489","9.2189030794656012802","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:10.735","0","16433.021345977183955","43.298078804113451667","9.4297057632025556018","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:12.733","0","2049.9719705370580414","43.29892630765655781","9.0894794904984195227","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:14.729","0","36935.261045898907469","43.30330801738968205","9.659000310740673001","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:16.744","0","40662.367733140505152","43.310484672736023981","8.8684445900039872157","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:18.740","0","0","43.347972711396401735","9.1370377574817247535","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:20.724","0","0","43.314145119701080944","9.3671836579824141467","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:22.737","8137.5758924314186515","97650.910709177027456","43.314577882018539867","9.1989255411073500568","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:24.736","0","6148.7496016297791357","43.271752433681804462","8.7874247586959377543","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:26.725","0","0","43.273952310735815274","9.3386428185584300365","100","100","100","100","100","100","100","100","100","100","100","100"
"10/27/2021 01:22:28.730","0","40859.300211663343362","43.273952310735815274","9.728946805342953752","100","100","100","100","100","100","100","100","100","100","100","100"
